trial b/dMass b/dRadius b/dEcc b/dOrbPeriod star/dMass star/dSatXUVFrac star/dSatXUVTime star/dXUVBeta star/dAge star/dFlareSlopeA1 star/dFlareSlopeA2 star/dFlareSlopeA3 star/dFlareYIntB1 star/dFlareYIntB2 star/dFlareYIntB3 vpl/dStopTime 
rand_137 -1.649600 -1.137668 0.005427 -1.628932 0.197601 0.001045 592058384.822179 1.129048 6517914.286223 -0.148190 0.515687 -0.616618 4.687131 -16.405542 19.403462 8359472151.346954 
rand_138 -1.645644 -1.109306 0.002263 -1.628979 0.194739 0.000789 1322941760.400898 1.373090 4928021.396283 -0.149103 0.520136 -0.617897 4.718528 -16.555642 19.444677 8115751700.022358 
rand_139 -1.644430 -1.111987 0.004916 -1.628941 0.189891 0.001447 947326325.360312 1.310273 5902284.999872 -0.147910 0.519024 -0.620112 4.677084 -16.515938 19.520317 8959667070.375603 
rand_140 -1.636180 -1.132223 0.006886 -1.628955 0.197622 0.000892 1202219194.009058 1.389541 4701939.539286 -0.147706 0.516430 -0.619139 4.670430 -16.424255 19.484482 7558089751.925567 
rand_141 -1.686724 -1.102905 0.005363 -1.628951 0.201181 0.001602 805806462.588804 1.422467 4945555.909052 -0.149423 0.513641 -0.612661 4.729543 -16.337143 19.268348 7519196582.802074 
rand_142 -1.647552 -1.133791 0.004418 -1.628963 0.195213 0.000735 1366810606.338249 1.343714 5479241.619855 -0.148657 0.514341 -0.614123 4.703566 -16.362197 19.319884 7091937296.230136 
rand_143 -1.619401 -1.125906 0.003841 -1.628968 0.198953 0.001445 210718655.068788 0.886986 3551553.817679 -0.148324 0.516012 -0.616502 4.692049 -16.413354 19.396670 6492000214.976759 
rand_144 -1.627794 -1.141484 0.000714 -1.628928 0.195268 0.001017 414452880.831086 1.032402 5368643.140450 -0.148519 0.515768 -0.615485 4.698255 -16.406389 19.363108 8036940007.825559 
rand_145 -1.616485 -1.137864 0.009708 -1.628912 0.193489 0.000704 448147609.028540 0.841456 4308558.624609 -0.148403 0.513715 -0.614559 4.694321 -16.338984 19.333831 7445287587.747810 
rand_146 -1.654457 -1.142540 0.008640 -1.628952 0.202113 0.000988 925188596.644347 1.229114 3813889.722272 -0.147923 0.511083 -0.613805 4.677813 -16.246681 19.306835 8440624304.804580 
rand_147 -1.673613 -1.116248 0.006319 -1.628986 0.192281 0.001558 743587950.188311 1.319280 5794914.061709 -0.149264 0.512831 -0.612536 4.723336 -16.304580 19.262067 6813607067.996382 
rand_148 -1.718199 -1.122476 0.003030 -1.628928 0.203120 0.000266 2482979864.665631 1.450786 4739213.812628 -0.148577 0.513493 -0.614775 4.700377 -16.325027 19.335648 8006641133.240022 
rand_149 -1.688583 -1.151055 0.003319 -1.628918 0.188734 0.000765 1863484937.010346 1.567246 5219986.968282 -0.148394 0.518054 -0.618067 4.694545 -16.486457 19.452175 9607583199.424559 
rand_150 -1.672084 -1.118671 0.003237 -1.628913 0.198458 0.002426 849873241.289523 1.673522 4763625.176124 -0.147863 0.516093 -0.618671 4.675369 -16.411253 19.467694 8082209760.014703 
rand_151 -1.667938 -1.094141 0.001086 -1.628959 0.187180 0.001045 916577530.146457 1.635727 4383355.896214 -0.148374 0.517492 -0.618241 4.693307 -16.462942 19.455704 6326832688.617819 
rand_152 -1.678210 -1.143202 0.005262 -1.628947 0.204017 0.001376 332451136.381227 0.993577 5117570.438481 -0.148532 0.521082 -0.620466 4.698809 -16.587013 19.532205 6756616570.799893 
rand_153 -1.652190 -1.144345 0.004127 -1.628961 0.195615 0.002678 377931714.643718 1.277972 3637751.752804 -0.148585 0.518388 -0.618823 4.701094 -16.494888 19.475646 7548030549.831686 
rand_154 -1.655519 -1.129839 0.003532 -1.628951 0.193906 0.001247 1281948068.699605 1.884460 4903760.962611 -0.148332 0.518315 -0.619245 4.691798 -16.489132 19.488022 7083194580.629538 
rand_155 -1.659058 -1.102435 0.000530 -1.628952 0.197835 0.003161 346182549.799465 1.382856 6980733.198285 -0.148389 0.515683 -0.615418 4.694129 -16.404387 19.360763 7856147250.489491 
rand_156 -1.641938 -1.138766 0.001990 -1.628945 0.194444 0.001030 608416136.541916 1.427011 3800523.441410 -0.149120 0.514765 -0.615361 4.718897 -16.371775 19.358204 6632611967.589046 
rand_157 -1.670802 -1.093163 0.006969 -1.628938 0.197986 0.000384 1507769526.487343 1.337635 6426158.300716 -0.146783 0.518485 -0.621072 4.639524 -16.497514 19.551911 7452673975.053154 
rand_158 -1.634792 -1.151141 0.010032 -1.628928 0.195722 0.001023 1496876173.646726 1.568232 7086797.804435 -0.148070 0.518439 -0.619165 4.682432 -16.497104 19.489028 7744720849.907090 
rand_159 -1.687687 -1.126239 0.005321 -1.628954 0.188855 0.000933 1215803798.395656 1.563419 4214491.813208 -0.147463 0.517190 -0.618662 4.662350 -16.454927 19.471271 6947509568.576938 
rand_160 -1.666982 -1.164025 0.002345 -1.628935 0.194626 0.000386 2257395012.616660 1.494930 5327608.958342 -0.147998 0.519037 -0.619911 4.680744 -16.514413 19.511186 7974225622.238971 
rand_161 -1.652674 -1.148723 0.008102 -1.628955 0.197670 0.000602 792766067.303451 0.975232 3700270.629885 -0.148039 0.514433 -0.616009 4.682399 -16.358748 19.378998 7032866562.336312 
rand_162 -1.704130 -1.134268 0.006661 -1.628978 0.193414 0.001184 306849516.846567 0.864510 3550629.567144 -0.148263 0.516033 -0.616949 4.689388 -16.416469 19.414325 7775641685.210789 
rand_163 -1.671589 -1.124596 0.007393 -1.628916 0.188503 0.001574 392256128.349919 1.589475 5167170.012935 -0.148008 0.515705 -0.616940 4.680894 -16.405330 19.413529 5530892764.078071 
rand_164 -1.643630 -1.105185 0.000597 -1.628949 0.197609 0.002091 536886809.261139 1.456132 5409180.163809 -0.148156 0.516652 -0.617227 4.686408 -16.436178 19.421901 6781119589.296342 
rand_165 -1.669829 -1.143987 0.000799 -1.628978 0.198039 0.001246 470607411.235844 1.306881 4433084.930478 -0.148190 0.515327 -0.615835 4.687662 -16.394993 19.377467 6347865093.124263 
rand_166 -1.701920 -1.121587 0.001684 -1.628916 0.193748 0.000481 907415228.540768 1.155736 3869006.160341 -0.147541 0.520443 -0.621111 4.665495 -16.563035 19.551421 9391318287.458664 
rand_167 -1.680409 -1.156782 0.002638 -1.628938 0.196159 0.000985 1741466121.580528 1.659649 4216072.609117 -0.148389 0.519919 -0.620898 4.694201 -16.542085 19.542342 11913207541.073193 
rand_168 -1.690938 -1.109803 0.006824 -1.628919 0.186811 0.001158 946436590.346787 1.198729 5891093.289331 -0.148771 0.518848 -0.618900 4.706726 -16.510465 19.479121 6942552730.628695 
rand_169 -1.648587 -1.103792 0.005560 -1.628920 0.194521 0.000477 1080907774.835924 1.232075 5897924.252666 -0.148317 0.513065 -0.613959 4.692199 -16.317446 19.313014 6846629180.928960 
rand_170 -1.657302 -1.109250 0.000565 -1.628961 0.188350 0.000938 1102463770.438457 1.590862 5642509.061223 -0.148211 0.516726 -0.617857 4.688167 -16.437408 19.442421 6525112545.197307 
rand_171 -1.695914 -1.109279 0.003918 -1.628906 0.190780 0.001589 520018031.380405 1.165852 4614395.804208 -0.148215 0.514356 -0.615097 4.687891 -16.356115 19.348136 8154872283.493477 
rand_172 -1.697673 -1.131828 0.005353 -1.628980 0.194889 0.000582 631667547.558050 0.840078 3924438.302739 -0.147874 0.517115 -0.617976 4.676790 -16.450960 19.446912 7207695848.591416 
rand_173 -1.676672 -1.124466 0.001802 -1.628942 0.194575 0.000479 1244827875.846700 1.295241 6312760.659006 -0.148110 0.520989 -0.621459 4.684618 -16.580728 19.563436 6328851730.650909 
rand_174 -1.659280 -1.131940 0.003973 -1.628944 0.193719 0.001550 810133596.527855 1.577751 6641167.909472 -0.147891 0.518519 -0.619615 4.677293 -16.496626 19.500140 6591633823.856791 
rand_175 -1.675453 -1.130910 0.001099 -1.628952 0.196570 0.001498 551185402.603048 1.133106 4475092.302594 -0.148106 0.516214 -0.617100 4.683884 -16.419176 19.416956 6992651275.322186 
rand_176 -1.651945 -1.144873 0.000173 -1.628898 0.192768 0.001758 556315082.661184 1.543806 4841099.381998 -0.147740 0.518556 -0.618697 4.672531 -16.503468 19.473000 6919864673.236580 
rand_177 -1.652742 -1.124367 0.001253 -1.628923 0.191451 0.001133 178382366.908726 0.986278 3532949.110239 -0.147895 0.518019 -0.618841 4.677230 -16.481257 19.475581 7472502229.084808 
rand_178 -1.647757 -1.121644 0.005126 -1.628969 0.199589 0.001186 205122191.361424 0.987643 5533937.398059 -0.147861 0.515335 -0.616341 4.675918 -16.390321 19.391530 7765760989.881618 
rand_179 -1.692507 -1.110294 0.003863 -1.628965 0.193189 0.000872 2033551043.945100 1.714639 7075786.221242 -0.148205 0.517769 -0.618408 4.687499 -16.472886 19.461784 7787291759.914077 
rand_180 -1.666344 -1.122158 0.005746 -1.628873 0.200399 0.000376 1134874191.513312 0.948858 5943630.817817 -0.147982 0.515472 -0.616974 4.679890 -16.396537 19.414407 7231668439.112355 
rand_181 -1.635265 -1.112378 0.000956 -1.628944 0.197705 0.000862 1299952898.648231 0.955907 7211998.199534 -0.147580 0.517463 -0.619355 4.666096 -16.462408 19.493902 8103541350.647205 
rand_182 -1.675453 -1.144885 0.001650 -1.628952 0.200957 0.000927 1708279500.101367 1.908720 4609615.900590 -0.149341 0.514669 -0.614830 4.726202 -16.369337 19.341565 6841215312.293541 
rand_183 -1.678712 -1.101531 0.007056 -1.628900 0.192011 0.000507 993332103.166622 0.942509 3692385.159812 -0.148633 0.517120 -0.617978 4.702439 -16.449732 19.446002 7183107939.072472 
rand_184 -1.671232 -1.134825 0.008596 -1.628979 0.186392 0.000771 1992095301.045776 1.487985 6504308.002702 -0.148898 0.516318 -0.616024 4.711435 -16.422846 19.379660 7669529732.723734 
rand_185 -1.671808 -1.170975 0.000356 -1.628894 0.199087 0.003042 405043364.079425 1.613655 5171804.490716 -0.147962 0.511074 -0.612177 4.679395 -16.247298 19.251624 5924454684.643442 
rand_186 -1.657206 -1.137790 0.000328 -1.628953 0.194773 0.000868 1354804304.813489 1.416339 4106942.695317 -0.147092 0.513805 -0.615927 4.650515 -16.343287 19.380157 8265101271.264639 
rand_187 -1.673375 -1.118466 0.001595 -1.628917 0.196305 0.001023 693078852.731995 0.967044 6872320.840720 -0.147881 0.519656 -0.619761 4.676539 -16.539919 19.509191 7319634061.007675 
rand_188 -1.706456 -1.128356 0.000308 -1.628944 0.189481 0.000703 982971020.965046 1.073380 4393930.820904 -0.149130 0.510838 -0.610661 4.719470 -16.241607 19.201177 8293628822.370803 
rand_189 -1.632738 -1.168840 0.004837 -1.628974 0.191117 0.001495 442999937.631783 1.174329 3880210.124665 -0.148623 0.512182 -0.612923 4.701547 -16.284816 19.276945 5836212809.473138 
rand_190 -1.648352 -1.125697 0.002925 -1.628926 0.196946 0.000389 1051683691.000676 1.189885 5601610.482588 -0.148044 0.513814 -0.615652 4.682647 -16.339796 19.368798 5466931871.926057 
rand_191 -1.656571 -1.127465 0.000336 -1.628905 0.192182 0.001543 991802713.203782 1.748923 3698251.878089 -0.148143 0.521636 -0.621225 4.685858 -16.605932 19.557631 6877912276.448745 
rand_192 -1.662166 -1.149429 0.003458 -1.628994 0.196938 0.001359 1078900693.134282 1.356468 6022350.688996 -0.149059 0.516269 -0.615229 4.717507 -16.424890 19.354978 7910306172.841971 
rand_193 -1.667422 -1.118710 0.010095 -1.628962 0.191103 0.000733 2295298658.280351 1.756074 3847687.688078 -0.147832 0.517346 -0.619632 4.674786 -16.457498 19.502670 10513850558.095572 
rand_194 -1.678399 -1.132677 0.002619 -1.628898 0.194916 0.000902 975716543.690800 1.445511 5251490.034663 -0.147773 0.515899 -0.616531 4.673036 -16.409175 19.396881 7797882366.256033 
rand_195 -1.703184 -1.169022 0.001609 -1.628920 0.193258 0.000938 760337156.211536 1.210606 5316679.659790 -0.147532 0.519524 -0.620443 4.664665 -16.534011 19.531572 7596575194.707381 
rand_196 -1.622569 -1.116098 0.001933 -1.628918 0.182639 0.000865 387379382.711915 0.761302 5264918.337226 -0.147709 0.515611 -0.617415 4.671099 -16.400516 19.428444 8519801869.742231 
rand_197 -1.659519 -1.126504 0.003585 -1.628906 0.196976 0.001015 1015705897.766641 1.218080 3712306.186135 -0.147748 0.515699 -0.617317 4.672163 -16.403182 19.424942 7330218406.707481 
rand_198 -1.697055 -1.099729 0.002373 -1.628918 0.188349 0.000669 811085255.169253 1.021855 4805468.585805 -0.147935 0.511324 -0.613986 4.678425 -16.256137 19.312732 6790079519.493392 
rand_199 -1.683602 -1.147299 0.000736 -1.628927 0.185483 0.001631 911662699.194191 1.278473 6373588.109337 -0.148551 0.517092 -0.617802 4.698796 -16.448555 19.440652 7312999767.797926 
rand_200 -1.652997 -1.134661 0.004443 -1.628901 0.201865 0.000545 1199289056.984121 1.315937 4797983.281358 -0.146874 0.522129 -0.623257 4.642799 -16.622252 19.626023 6713179139.249917 
rand_201 -1.653456 -1.108680 0.005665 -1.628942 0.190986 0.000278 995494506.124980 0.627923 3849119.656724 -0.147301 0.519151 -0.620826 4.656983 -16.517691 19.541818 5404639686.714276 
rand_202 -1.677193 -1.148312 0.004665 -1.628931 0.199152 0.000364 1314048380.960051 1.413774 4554928.900865 -0.148504 0.519432 -0.619407 4.698518 -16.530202 19.494709 6779839507.047076 
rand_203 -1.684791 -1.109385 0.009080 -1.628909 0.189422 0.001835 1221487313.195719 1.590548 3741703.471656 -0.148291 0.516069 -0.616568 4.691015 -16.415517 19.398152 7816160891.676026 
rand_204 -1.673161 -1.108863 0.001535 -1.628952 0.197024 0.001508 1136094090.592449 1.767022 2818267.769699 -0.147992 0.516659 -0.618672 4.680060 -16.430872 19.467141 7574473717.844552 
rand_205 -1.704377 -1.123724 0.000927 -1.628893 0.189037 0.000623 1312538318.766016 1.100636 4823559.082647 -0.148222 0.519167 -0.619233 4.687719 -16.520854 19.490336 7778395012.000741 
rand_206 -1.670940 -1.133303 0.001112 -1.628923 0.195161 0.000830 364298550.994078 1.082800 5100010.499342 -0.147687 0.519469 -0.620868 4.669885 -16.530397 19.544851 7288203465.636747 
rand_207 -1.670696 -1.142946 0.003673 -1.628962 0.195538 0.000500 1311889495.576119 1.476659 5698884.934785 -0.148171 0.514467 -0.617035 4.686236 -16.356314 19.412672 6825648311.414929 
rand_208 -1.624887 -1.144422 0.001622 -1.628936 0.195322 0.000344 1694332422.703735 1.232437 5467365.271485 -0.147748 0.516124 -0.616944 4.672182 -16.420819 19.414640 7762516712.773778 
rand_209 -1.670366 -1.123783 0.000273 -1.628968 0.187397 0.001454 783479272.326878 1.296471 5614647.415710 -0.148531 0.513760 -0.614842 4.698655 -16.339850 19.343125 7635006063.931248 
rand_210 -1.654184 -1.187549 0.005619 -1.628929 0.197534 0.001002 1531458876.226161 1.727808 4958929.470016 -0.148139 0.515845 -0.616688 4.685919 -16.410972 19.404958 6759810163.318282 
rand_211 -1.623239 -1.141141 0.005971 -1.628941 0.191523 0.001467 397975738.480859 1.188097 7127499.277103 -0.148341 0.512163 -0.613710 4.691730 -16.283607 19.303674 4763845310.714623 
rand_212 -1.684548 -1.143899 0.005313 -1.628954 0.194471 0.000655 908582726.982108 1.103198 4158499.128461 -0.147974 0.513032 -0.613815 4.679840 -16.318204 19.310455 6969258705.551756 
rand_213 -1.674368 -1.149761 0.006464 -1.628979 0.199360 0.000444 1604792835.088632 1.310956 4682888.719249 -0.148283 0.515101 -0.616688 4.689750 -16.382139 19.403299 8886034898.264996 
rand_214 -1.672406 -1.126286 0.005805 -1.628952 0.194052 0.000799 1536782308.672167 1.610809 6658636.077617 -0.147875 0.514259 -0.615694 4.676875 -16.355680 19.369872 5798123350.985325 
rand_215 -1.698515 -1.159396 0.004017 -1.628936 0.196256 0.000445 983842618.086087 1.010414 4610088.806920 -0.147934 0.517550 -0.618414 4.678239 -16.466830 19.462872 7081273690.802787 
rand_216 -1.666014 -1.105943 0.001041 -1.628941 0.195923 0.000456 3394350104.451408 1.880210 4889782.722744 -0.146871 0.516343 -0.619861 4.641738 -16.421296 19.509463 5786545942.721392 
rand_217 -1.633242 -1.111728 0.004244 -1.628969 0.196739 0.000748 585869155.934190 1.119580 5404184.641918 -0.148209 0.515229 -0.616886 4.688269 -16.385944 19.408856 6498118080.105257 
rand_218 -1.640552 -1.102809 0.011367 -1.628930 0.190067 0.002587 299205933.589545 1.431659 6167461.189711 -0.147091 0.521604 -0.621849 4.649972 -16.606953 19.580547 6945560798.600045 
rand_219 -1.632808 -1.140545 0.001496 -1.628958 0.185500 0.001406 802255415.989826 1.458276 5142003.105236 -0.147525 0.515115 -0.616446 4.664619 -16.384144 19.395232 8170029298.582080 
rand_220 -1.674577 -1.125844 0.003183 -1.628906 0.190087 0.001887 1257512817.761395 1.720236 4116255.991540 -0.148256 0.514344 -0.615307 4.688401 -16.359529 19.360040 8154240342.412921 
rand_221 -1.685971 -1.113537 0.001001 -1.628902 0.188952 0.000751 1334612717.284174 1.385487 4589923.161384 -0.148519 0.513802 -0.614870 4.699029 -16.341116 19.342736 7695033414.385781 
rand_222 -1.608111 -1.132616 0.002343 -1.628938 0.192766 0.002163 601054361.884977 1.660630 5540006.104902 -0.148333 0.518629 -0.618589 4.692258 -16.500291 19.465486 7109255161.465421 
rand_223 -1.655060 -1.141332 0.005874 -1.628888 0.195644 0.000614 872869730.962674 1.009395 4704889.988927 -0.147867 0.514040 -0.615999 4.676335 -16.344945 19.378603 6903455133.741483 
rand_224 -1.697085 -1.127606 0.007995 -1.628935 0.204984 0.001355 692329981.526938 1.387484 4532699.023118 -0.147849 0.518105 -0.618632 4.675885 -16.486985 19.470635 7114057066.951067 
rand_225 -1.601111 -1.134100 0.003430 -1.628966 0.191906 0.002240 181238570.662693 1.264590 4068000.222470 -0.147967 0.520924 -0.621213 4.679204 -16.583835 19.560260 6841009800.903710 
rand_226 -1.662070 -1.151414 0.007920 -1.628899 0.199360 0.000568 2074071727.031341 1.260131 6193482.315263 -0.147789 0.517142 -0.618576 4.673450 -16.451312 19.466841 8263025207.453328 
rand_227 -1.727789 -1.177608 0.005637 -1.628887 0.197298 0.001796 562740480.991265 1.351312 4878422.482248 -0.148346 0.519772 -0.620649 4.692400 -16.540694 19.537820 7756997517.619708 
rand_228 -1.626546 -1.148471 0.004465 -1.628904 0.196043 0.001216 792457664.033429 1.126737 4884762.911399 -0.148506 0.520558 -0.621327 4.697317 -16.563227 19.557922 6639044769.096395 
rand_229 -1.713138 -1.177192 0.008160 -1.628952 0.196600 0.001161 807813679.716685 1.485784 5679889.674706 -0.147621 0.518059 -0.619444 4.667421 -16.478892 19.493910 6433436127.560191 
rand_230 -1.653366 -1.147400 0.000300 -1.628964 0.193104 0.000798 287352672.695944 0.733586 3637639.966115 -0.148341 0.519350 -0.619794 4.692130 -16.526576 19.508814 6936791512.664550 
rand_231 -1.640624 -1.101619 0.003838 -1.628940 0.189466 0.001757 138883708.532192 0.713982 5041987.125201 -0.148554 0.518445 -0.619733 4.699084 -16.489929 19.501564 8989251494.119390 
rand_232 -1.644328 -1.166970 0.002101 -1.628864 0.188702 0.000324 1067836549.117285 1.086621 6505321.726019 -0.147683 0.512707 -0.614976 4.669799 -16.305174 19.348942 7373877542.145295 
rand_233 -1.624210 -1.121022 0.003333 -1.628963 0.191915 0.000614 926478416.436761 1.331758 4936166.511274 -0.148231 0.515746 -0.615680 4.688994 -16.409174 19.371491 6773396705.601263 
rand_234 -1.636606 -1.105546 0.000411 -1.628909 0.193734 0.001013 929761283.743187 1.321771 5219515.616163 -0.147896 0.517143 -0.618360 4.677313 -16.452727 19.459980 6766094296.486262 
rand_235 -1.617297 -1.161453 0.011176 -1.628933 0.187998 0.003271 335835410.232965 1.271341 5197170.843984 -0.146913 0.518439 -0.620233 4.644166 -16.500025 19.526049 6400725807.057055 
rand_236 -1.662139 -1.094113 0.005274 -1.628906 0.190875 0.001921 533722937.491586 1.523952 6061344.371753 -0.148368 0.520283 -0.620528 4.692924 -16.557217 19.532811 5869363929.073380 
rand_237 -1.669513 -1.131529 0.004922 -1.628965 0.191201 0.001555 322873886.206737 1.193202 5201224.931021 -0.148275 0.519742 -0.619153 4.690462 -16.545183 19.490243 7082260987.421422 
rand_238 -1.667973 -1.102837 0.010638 -1.628938 0.196670 0.000568 1749774142.753154 1.421055 7468584.893663 -0.148890 0.514546 -0.615113 4.711372 -16.362761 19.348135 7625191386.457350 
rand_239 -1.628406 -1.124583 0.002795 -1.628955 0.194990 0.000515 312128046.324078 0.779084 5231276.335762 -0.148258 0.514342 -0.616211 4.689145 -16.354625 19.385568 6765640193.908425 
rand_240 -1.674706 -1.139213 0.004863 -1.628954 0.187472 0.000955 292181444.326289 0.754836 4564247.220773 -0.146831 0.517033 -0.620052 4.640933 -16.448708 19.517956 6614535549.490245 
rand_241 -1.640510 -1.188149 0.010637 -1.628911 0.194109 0.000734 984269326.283471 1.215307 6511946.830869 -0.147573 0.518895 -0.620477 4.665804 -16.513891 19.534059 6193296587.399698 
rand_242 -1.679778 -1.152296 0.003367 -1.628961 0.190997 0.000708 1910793698.066190 1.703130 4789313.862296 -0.148169 0.515528 -0.616341 4.686118 -16.399854 19.394089 8406898527.200978 
rand_243 -1.679362 -1.116405 0.002054 -1.628923 0.191230 0.000677 1059598197.947407 1.236602 4400398.551113 -0.147185 0.516510 -0.618615 4.652792 -16.429182 19.468088 5593089519.418613 
rand_244 -1.632761 -1.099254 0.005036 -1.628929 0.193236 0.001135 1441307212.792849 1.467934 3811572.791041 -0.148024 0.519765 -0.620787 4.681436 -16.538253 19.539788 7599823137.227287 
rand_245 -1.649957 -1.158093 0.004581 -1.628957 0.195178 0.002245 532556768.926167 1.430306 5478759.105925 -0.148791 0.514175 -0.614545 4.708048 -16.352011 19.330803 7080015306.207938 
rand_246 -1.709672 -1.131193 0.007243 -1.628951 0.196117 0.000655 1177620949.244335 1.432584 4542539.680768 -0.148859 0.517186 -0.616548 4.710057 -16.455526 19.399732 9419935221.264338 
rand_247 -1.679638 -1.138920 0.006255 -1.628922 0.188405 0.000565 1346048308.034268 1.437251 4222645.625359 -0.148070 0.515327 -0.615939 4.682929 -16.395043 19.382043 6586455013.865653 
rand_248 -1.719130 -1.121644 0.003362 -1.628932 0.198628 0.001235 554971862.876839 1.234706 4434186.878383 -0.148452 0.516861 -0.617727 4.695559 -16.440210 19.437473 7056772514.365436 
rand_249 -1.668637 -1.128233 0.006013 -1.628930 0.192498 0.001183 603888271.629972 1.414415 4636679.540694 -0.147670 0.516388 -0.617786 4.669696 -16.426722 19.440514 6618667620.217029 
rand_250 -1.666289 -1.137434 0.002582 -1.628937 0.189353 0.001317 517307636.553464 1.173843 5832714.721930 -0.148080 0.513151 -0.613156 4.684169 -16.321534 19.286232 8186432105.063460 
rand_251 -1.670903 -1.117218 0.010034 -1.628939 0.193367 0.000325 972899231.732922 1.020574 5483535.873936 -0.147674 0.518534 -0.618910 4.670170 -16.502660 19.480847 6332691176.578601 
rand_252 -1.632251 -1.143831 0.006710 -1.628932 0.193289 0.001135 956357616.627593 1.556346 4855459.779552 -0.148194 0.519542 -0.619897 4.687458 -16.533740 19.512210 7205701010.983281 
rand_253 -1.650500 -1.129775 0.000557 -1.628892 0.190826 0.000620 834387595.077781 1.086821 5560839.198088 -0.148081 0.519641 -0.619880 4.683819 -16.534960 19.509567 6797475335.483147 
rand_254 -1.603285 -1.114598 0.002389 -1.628917 0.191191 0.000417 1762418242.047750 1.556183 4893659.381943 -0.147529 0.519475 -0.621074 4.664500 -16.529212 19.551100 6955587071.390204 
rand_255 -1.647715 -1.144527 0.001747 -1.628935 0.196832 0.002003 838300123.166628 1.714613 5206566.612505 -0.148412 0.516031 -0.615758 4.694581 -16.413771 19.371123 6902683873.190800 
rand_256 -1.647292 -1.137179 0.002988 -1.628960 0.191861 0.001699 1389810568.984199 1.674721 4333059.765797 -0.148150 0.521568 -0.621872 4.686056 -16.600036 19.577458 8249245856.842375 
rand_257 -1.653744 -1.141160 0.000827 -1.628942 0.189359 0.001102 1533429076.338139 1.490231 4342296.014032 -0.148067 0.519956 -0.619890 4.683452 -16.548284 19.511608 8828853205.779354 
rand_258 -1.666187 -1.120957 0.006285 -1.628956 0.197804 0.000627 1019813710.953083 0.905491 5151347.567513 -0.148250 0.515339 -0.616007 4.689090 -16.392739 19.382349 7964056399.017756 
rand_259 -1.674942 -1.123009 0.000724 -1.628953 0.198093 0.000391 2527061402.238913 1.329376 5153590.256345 -0.148555 0.514787 -0.615428 4.699342 -16.370815 19.359638 8518013352.516597 
rand_260 -1.665405 -1.140363 0.004966 -1.628982 0.198291 0.001445 613578836.277550 1.536134 6011180.826788 -0.148245 0.517866 -0.618344 4.688364 -16.478679 19.462128 6081472922.259658 
rand_261 -1.664349 -1.123183 0.000755 -1.628931 0.194450 0.000999 736566482.297323 1.203052 5499324.614227 -0.148001 0.517928 -0.619666 4.679873 -16.475644 19.503533 8162860412.395025 
rand_262 -1.662167 -1.186241 0.002007 -1.628875 0.190363 0.000537 1589915005.554547 1.511886 4508053.321580 -0.147808 0.517005 -0.619730 4.673993 -16.446951 19.506553 7406097977.909509 
rand_263 -1.645372 -1.113295 0.007976 -1.628926 0.201273 0.001188 806915154.000844 1.133768 3719927.092653 -0.148696 0.515753 -0.616652 4.703778 -16.401462 19.399969 7875395629.953222 
rand_264 -1.653098 -1.112086 0.003909 -1.628911 0.196084 0.000625 1393727946.873684 1.352002 5882590.826079 -0.147491 0.517061 -0.618272 4.663628 -16.450968 19.457921 6853220137.113449 
rand_265 -1.671889 -1.140128 0.010409 -1.628905 0.192811 0.001427 913862725.875689 1.574437 5331671.100859 -0.148920 0.516761 -0.616744 4.711928 -16.438980 19.404822 6702934428.718481 
rand_266 -1.676977 -1.144106 0.007166 -1.628939 0.194570 0.000586 1506852079.081739 1.373865 5969222.799193 -0.148526 0.516564 -0.616535 4.698111 -16.432931 19.399084 8185985521.699939 
rand_267 -1.654842 -1.131150 0.003807 -1.628937 0.191342 0.002723 602416953.483094 1.639654 5458762.795974 -0.147836 0.517106 -0.618021 4.675555 -16.452300 19.448579 7059810557.406604 
rand_268 -1.681315 -1.148201 0.001218 -1.628969 0.186289 0.000840 578610064.863886 1.237213 6804962.523081 -0.148332 0.519119 -0.618825 4.692142 -16.521955 19.477768 7154257952.803344 
rand_269 -1.669818 -1.145093 0.001539 -1.628926 0.188231 0.000637 1102933090.191154 1.283799 4783620.161822 -0.147573 0.515704 -0.617531 4.666683 -16.407117 19.434899 6761963487.052267 
rand_270 -1.672221 -1.123843 0.003889 -1.628929 0.188211 0.000599 553116295.748344 1.060479 5041408.267473 -0.148169 0.518186 -0.617501 4.686643 -16.489264 19.431568 7050807512.330518 
rand_271 -1.604201 -1.113819 0.003816 -1.628954 0.193417 0.001497 234740315.233758 1.110115 5790470.731835 -0.147045 0.520561 -0.623269 4.647693 -16.564043 19.624577 7050150614.810329 
rand_272 -1.689306 -1.123643 0.003582 -1.628900 0.187580 0.001581 1033205668.612139 1.907307 5863015.803238 -0.147785 0.516798 -0.617427 4.673637 -16.442289 19.429211 5999187550.967464 
rand_273 -1.678231 -1.072273 0.003334 -1.628952 0.194216 0.000324 2900878710.951334 1.392199 5327095.955393 -0.147947 0.515352 -0.616839 4.678562 -16.390953 19.408456 8187770491.019667 
rand_274 -1.672778 -1.105028 0.004121 -1.628854 0.200541 0.000479 3541414682.250726 1.355584 3408905.699881 -0.148414 0.519878 -0.619675 4.694824 -16.542466 19.502022 8362578969.668995 
rand_275 -1.670395 -1.115292 0.001816 -1.628920 0.190580 0.000465 2619117967.972207 1.241330 3232034.394188 -0.148200 0.517753 -0.617810 4.687722 -16.475841 19.443095 7604885308.338863 
